,Unnamed: 0,GENRE,authorKorean,authorEnglish,workTitle,translator,sourceTitle,publisher,yearCreated,authorEnglish2
328,328,Fiction,나도향,Na To-hyang,The Water-Mill,Choe Hae-Chun,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Na To hyang/Na To-hyang
330,330,Fiction,나혜석,Na Hye-sŏk,KyŏngshŭI (1918),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Na Hye sok/Na Hye-sok/Na Hye-sŏk
332,332,Fiction,남정현,Nam Chǒnghyǒn,Chaos,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Nam Chonghyon/Nam Chǒnghyǒn
333,333,Fiction,남정현,Nam Chong-hyon,Chaos,Kim Chong-Un,A Respite And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Pace International Research",1983.0,Nam Chong hyon/Nam Chong-hyon
334,334,Fiction,듀나,Djuna,The Bloody Battle Of Broccoli Plain,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Djuna
335,335,Fiction,문순태,Mun Sun-tae,The Sound Of The Gong,Yi Po-Ran,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Mun Sun tae/Mun Sun-tae
336,336,Fiction,문윤성,Mun Yunseong,Perfect Society,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Mun Yunseong
342,342,Fiction,박경리,Pak Kyong-ni,A Time Of Disbelief,Kim Ki-Chung,Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Kyong ni/Pak Kyong-ni
343,343,Fiction,박경리,Park Kyung-li,Illusion,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,Park Kyung li/Park Kyung-li
344,344,Fiction,박경리,Park Kyongni,Youngju And The Cat,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Park Kyongni
351,351,Fiction,박민규,Park Min-gyu,Dinner With Buffett, ,"Storytelling Asia, V.7 No.3",Asia Publishing Co,2012.0,Park Min gyu/Park Min-gyu
354,354,Fiction,박민규,Pak Min-gyu,Roadkill,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Pak Min gyu/Pak Min-gyu
355,355,Fiction,박민규,Park Min-gyu,"You Don't Say? Well, I'Am A Giraffe",Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Park Min gyu/Park Min-gyu
359,359,Fiction,박범신,Park Bum-shin,The Trap,Hyunjae Yee Sallee,The Snowy Road,Hollym,2005.0,Park Bum shin/Park Bum-shin
360,360,Fiction,박범신,Park Bum-shin,The Trap,"Hyun-Jae Yee Sallee, Teresa Margadonna Hyun",The Snowy Road And Other Stories,White Pine Press,1993.0,Park Bum shin/Park Bum-shin
361,361,Fiction,박범신,Park Bum-shin,The Trap,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press*,2012.0,Park Bum shin/Park Bum-shin
364,364,Fiction,박상준,Park Sang Joon,A Brief History Of South Korean Sf Fandom,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Park Sang Joon
366,366,Fiction,박승환,Park Seonghwan,Readymade Bodhisattva,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Park Seonghwan
367,367,Fiction,박시종,Pak Si-jong,Ten Minutes To Seven,Stephen W. Moore.,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Pak Si jong/Pak Si-jong
369,369,Fiction,박영준,Pak Yǒngjun,The Last Parting,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Pak Yongjun/Pak Yǒngjun
370,370,Fiction,박영춘,Pak Yŏng-chun,Partisan,Pak Kyung-Soo,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Pak Yong chun/Pak Yong-chun/Pak Yŏng-chun
371,371,Fiction,박영희,Pak Yŏng-hŭi,"The Hound (Sanyanggae, 1925)",Theodore Hughes,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Pak Yong hui/Pak Yong-hui/Pak Yŏng-hŭi
384,384,Fiction,박완서,Park Wan-so,A Pasque - Flower On That Bleak Day,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Park Wan so/Park Wan-so
385,385,Fiction,박완서,Park Wan-so,A Pasque-Flower On That Bleak Day,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Park Wan so/Park Wan-so
386,386,Fiction,박완서,Park Wan-suh,A Sketch Of The Fading Sun,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
387,387,Fiction,박완서,Pak Wan-sŏ,"An Episode At Dusk, 2 (1987)",Yung-Hee Kim,Romantic Tales From Old Korea,Cornell East Asia Series,2017.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
390,390,Fiction,박완서,Pak Wan-sŏ,Dried Flowers (1995).,Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
391,391,Fiction,박완서,Park Wan-suh,During Three Day Of Autumn,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
392,392,Fiction,박완서,Pak Wan-so,How I Kept Our House While My Husband Was Away,Sol Sun-Bong,Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Wan so/Pak Wan-so
393,393,Fiction,박완서,Pak Wan-so,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Pak Wan so/Pak Wan-so
394,394,Fiction,박완서,Pak Wan-sŏ,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
395,395,Fiction,박완서,Pak Wan-sŏ,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
399,399,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part I",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
400,400,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part II",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
401,401,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part III",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
402,402,Fiction,박완서,Pak Wansŏ,Mother's Hitching Post, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Pak Wanso/Pak Wansŏ
403,403,Fiction,박완서,Park Wan-suh,Poverty That Is Stolen,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
404,404,Fiction,박완서,Park Wan-suh,"She Knows, I Know And God Knows But ...",Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Park Wan suh/Park Wan-suh
405,405,Fiction,박완서,Park Wan Suh,The Crying Of An Earthworm,Kim Hwa Ja,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Park Wan Suh
406,406,Fiction,박완서,Park Wansuh,The Dreaming Incubator,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Park Wansuh
412,412,Fiction,박완서,Park Wan-so,We Sell Shame,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Park Wan so/Park Wan-so
414,414,Fiction,박완서,Pak Wan-sŏ,Winter Outing,Marshall R. Phil,Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
415,415,Fiction,박완서,Park Wan-suh,Winter Outing,"Hyun-Jae Yee Sallee, Teresa Margadonna Hyun",The Snowy Road And Other Stories,White Pine Press,1993.0,Park Wan suh/Park Wan-suh
416,416,Fiction,박완서,Park Wan-suh,Winter Outing,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press*,2012.0,Park Wan suh/Park Wan-suh
417,417,Fiction,박용숙,Park Yong-sook,Eroica Symphony,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Park Yong sook/Park Yong-sook
418,418,Fiction,박용숙,Park Yong-sook,Eroica Symphony,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Park Yong sook/Park Yong-sook
419,419,Fiction,박용숙,Pak Yong-suk,Eroica Symphony,So Chi-Mun,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Pak Yong suk/Pak Yong-suk
420,420,Fiction,박용준,Pak Yong-jun,The Last Parting,Kim Chong-Un,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Pak Yong jun/Pak Yong-jun
421,421,Fiction,박용준,Pak Yong-jun,The Touch Of Life,Genell W. Poitras.,The Cruel City And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Yong jun/Pak Yong-jun
425,425,Fiction,박태원,Pak T'aewon,A Day In The Life Of Kubo The Novelist,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Pak T'aewon
426,426,Fiction,박태원,Pak T'ae wŏn,The Barbershop Boy,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Pak T'ae won/Pak T'ae wŏn
429,429,Fiction,박형서,Park Hyoung Su,Arpan, ,"Storytelling Asia, V.7 No.4",Asia Publishing Co,2012.0,Park Hyoung Su
436,436,Fiction,방현석,Bang Hyun-seok,Early Morning Battlefield,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Bang Hyun seok/Bang Hyun-seok
460,460,Fiction,백수린,Baik Sou-linne,Time Difference, ,"Storytelling Asia, V.9 No.3",Asia Publishing Co,2014.0,Baik Sou linne/Baik Sou-linne
462,462,Fiction,백신애,Paek Sin-ae,"KkŏRaei (The Koreans Of Russia, 1933)",Kimberly Chung,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Paek Sin ae/Paek Sin-ae
467,467,Fiction,서기원,So Ki-won,Half-Holiday,Mun Sang-Duk,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,So Ki won/So Ki-won
468,468,Fiction,서기원,Sŏ Kiwŏn,The Heir,Kim Uch'Ang,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,So Kiwon/Sŏ Kiwŏn
470,470,Fiction,서기원,Suh Ki-Won,The Heir,Kathryn Kisray,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Suh Ki Won/Suh Ki-Won
471,471,Fiction,서기원,Suh Ki Won,The Heir,Kathryn Kisray,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Suh Ki Won
473,473,Fiction,서기원,Sŏ Ki-wŏn,The Uncharted Map,Kim Chong-Un,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,So Ki won/So Ki-won/Sŏ Ki-wŏn
474,474,Fiction,서기원,Sǒ Kiwǒn,The Uncharted Map,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,So Kiwon/Sǒ Kiwǒn
478,478,Fiction,서영은,So Young-un,Dear Distant Love,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,So Young un/So Young-un
479,479,Fiction,서영은,Sŏ Yŏng-ŭn,Dear Distant Love,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,So Yong un/So Yong-un/Sŏ Yŏng-ŭn
480,480,Fiction,서정인,So Chong-in,Home-Coming,Sol Sun-Bong,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,So Chong in/So Chong-in
482,482,Fiction,서정인,Sŏ Chŏng-in,River (1968),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,So Chong in/So Chong-in/Sŏ Chŏng-in
483,483,Fiction,서정인,Sŏ Chŏng-in,River (1968),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,So Chong in/So Chong-in/Sŏ Chŏng-in
484,484,Fiction,서정인,Sŏ Chŏngin,The River,Paek Nakch'ŎNg,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,So Chongin/Sŏ Chŏngin
485,485,Fiction,서정인,So Chong-in,The Way To Kumsansa Temple,Ahn Jung-Hyo,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,So Chong in/So Chong-in
488,488,Fiction,석윤기,Sok Yun Gi,Happiness, ,Korean Short Stories: A Collection From North Korea,Fredonia Books,2003.0,Sok Yun Gi
490,490,Fiction,선우휘,Sŏnu Hwi,Flowers Of Fire,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Sonu Hwi/Sŏnu Hwi
491,491,Fiction,선우휘,Sǒnu Hwi,One Way,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Sonu Hwi/Sǒnu Hwi
492,492,Fiction,선우휘,Sŏnu Hwi,The Ducks And The Insignia,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Sonu Hwi/Sŏnu Hwi
493,493,Fiction,선우휘,Sŏnu Hwi,The Insignia Of Rank And The Duckling Pen,Paik Seung-Gil,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Sonu Hwi/Sŏnu Hwi
494,494,Fiction,선우휘,Sonu Hui,The Revelation, ,Modern Far Eastern Stories,Heinemann,1978.0,Sonu Hui
495,495,Fiction,선우휘,Sunwu Hwi,The Revelation,Chung Chong-Hwa,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Sunwu Hwi
501,501,Fiction,성석제,Sŏng Sŏk-che,First Love (1995),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Song Sok che/Song Sok-che/Sŏng Sŏk-che
502,502,Fiction,성석제,Sŏng Sŏk-che,First Love (1995),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Song Sok che/Song Sok-che/Sŏng Sŏk-che
509,509,Fiction,손소희,Son So-hui,At The End Of The World,Kim Chong-U,Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Son So hui/Son So-hui
510,510,Fiction,손소희,Son Sohǔi,At The End Of The World,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Son Sohui/Son Sohǔi
511,511,Fiction,손소희,Sohn So-hee,The Afternoon Of Mellow Persimmons,Angela Chung,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Sohn So hee/Sohn So-hee
512,512,Fiction,손소희,Sohn So-hee,The Afternoon Of Mellow Persimmons,Angela Chung,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Sohn So hee/Sohn So-hee
518,518,Fiction,손창섭,Son Chang-sŏp,A Washed Out Dream,Kevin O'Rourke,A Washed-Out Dream,Larchwood Publications Ltd.,1980.0,Son Chang sop/Son Chang-sop/Son Chang-sŏp
519,519,Fiction,손창섭,Son Chang-sŏp,A Washed Out Dream,Kevin O'Rourke,Ten Korean Short Stories,Yonsei University Press,1981.0,Son Chang sop/Son Chang-sop/Son Chang-sŏp
521,521,Fiction,손창섭,Son Ch'angsŏp,The Rainy Season,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Son Ch'angsop/Son Ch'angsŏp
522,522,Fiction,손창섭,Son Chʼang-sŏp,The Rainy Season,Moon Sang-Deuk,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Son Ch'ang sop/Son Ch'ang-sop/Son Chʼang-sŏp
523,523,Fiction,손창섭,Son Chang-sop,Walking In The Snow,Kim Chong-Un,A Respite And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Pace International Research",1983.0,Son Chang sop/Son Chang-sop
525,525,Fiction,손창섭,Son Ch'angsǒp,Walking In The Snow,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Son Ch'angsop/Son Ch'angsǒp
528,528,Fiction,송기원,Song Ki-wŏn,A Walk In The Moonlight,Chun Kyung-Ja,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Song Ki won/Song Ki-won/Song Ki-wŏn
531,531,Fiction,송병수,Song Pyong-su,Debris,Mun Sang-Duk,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Song Pyong su/Song Pyong-su
532,532,Fiction,송영,Song Yong,At The Stairs,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
533,533,Fiction,송영,Song Yong,Cock-Fighting,Sol Sun-Bong,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Song Yong
534,534,Fiction,송영,Song Yong,Diary Of Vagabond,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
535,535,Fiction,송영,Song Yong,Friend,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
536,536,Fiction,송영,Song Yong,Overnight At Matthew's,"Yi Yong-Gol, Thomas Shro",Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Song Yong
537,537,Fiction,송영,Song Yong,Season,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
538,538,Fiction,송영,Song Yong,Teacher And The Crown Prince,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
539,539,Fiction,송영,Song Yŏng,"The Blast Furnace (Yonggwangno, 1926)",Samuel Perry,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Song Yong/Song Yŏng
541,541,Fiction,송영,Song Yong,Three-Story House,Park Jason,Diary Of A Vagabond,Codhill,2008.0,Song Yong
542,542,Fiction,송원희,Song Wonhee,Division,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Song Wonhee
543,543,Fiction,송원희,Song Wŏn-hŭi,When Autumn Leaves Fall (1961),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Song Won hui/Song Won-hui/Song Wŏn-hŭi
555,555,Fiction,신경숙,Shin Kyung-sook,Courtyard,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Shin Kyung sook/Shin Kyung-sook
557,557,Fiction,신경숙,Shin Kyoung-sunk,The Image Of Mija,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Shin Kyoung sunk/Shin Kyoung-sunk
558,558,Fiction,신경숙,Shin Kyoung-suuk,The Image Of Mija,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Shin Kyoung suuk/Shin Kyoung-suuk
564,564,Fiction,신상웅,Sin Sang-ung,Pyon's Death,Mchale Brendan,The Road To Sampo And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Sin Sang ung/Sin Sang-ung
565,565,Fiction,신상웅,Shyn Sang-ung,PyŏN's Death,Kevin O'Rourke,A Washed-Out Dream,Larchwood Publications Ltd.,1980.0,Shyn Sang ung/Shyn Sang-ung
566,566,Fiction,신상웅,Shyn Sang-ung,PyŏN's Death,Kevin O'Rourke,Ten Korean Short Stories,Yonsei University Press,1981.0,Shyn Sang ung/Shyn Sang-ung
570,570,Fiction,안수길,An Sugil,A Third Kind Of Man,Richard Rutt,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,An Sugil
571,571,Fiction,안수길,An Su-gil,Lottery Business,Moon Sang-Deuk,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,An Su gil/An Su-gil
573,573,Fiction,안수길,An Su-gil,The Green Chrysanthemum,Chong In-Sop,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,An Su gil/An Su-gil
574,574,Fiction,안수길,Ahn Soo-kil,The Third Human Type,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,Ahn Soo kil/Ahn Soo-kil
585,585,Fiction,양귀자,Yang Kwija,A Distant And Beautiful Place,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
586,586,Fiction,양귀자,Yang Kwija,A Vagabond Mouse,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
587,587,Fiction,양귀자,Yang Kwija,Bellfinch,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
588,588,Fiction,양귀자,Yang Kwija,Cold Water Pass,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
589,589,Fiction,양귀자,Yang Kwija,On Rainy Days I Have To Go To Karibong-Dong,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
590,590,Fiction,양귀자,Yang Kwija,Our Daily Bread,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
591,591,Fiction,양귀자,Yang Kwi-ja,Rust,Ahn Jung-Hyo,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Yang Kwi ja/Yang Kwi-ja
592,592,Fiction,양귀자,Yang Kwija,The Last Land,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
593,593,Fiction,양귀자,Yang Guija,The Poet Of Wonmi-Dong,Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Yang Guija
594,594,Fiction,양귀자,Yang Kwija,The Spark,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
595,595,Fiction,양귀자,Yang Kwija,The Tearoom Woman,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
597,597,Fiction,양귀자,Yang Kwija,The Underground Man,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
598,598,Fiction,양귀자,Yang Kwija,The Wonmi-Dong Poet,"Kim So-Young, Julie Pickering",A Distant And Beautiful Place,University of Hawaii Press,2003.0,Yang Kwija
600,600,Fiction,엄단웅,Om Dan Ung,Everyone In Position!, ,Korean Short Stories: A Collection From North Korea,Fredonia Books,2003.0,Om Dan Ung
605,605,Fiction,염상섭,Yom Sangsop,On The Eve Of The Uprising,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Yom Sangsop
606,606,Fiction,염상섭,Yŏm Sangsŏp,The Last Moment,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Yom Sangsop/Yŏm Sangsŏp
607,607,Fiction,염상섭,Yŏm Sang-sŏp,The Last Moment,Ahn Ho-Sam,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Yom Sang sop/Yom Sang-sop/Yŏm Sang-sŏp
608,608,Fiction,염상섭,Yŏm Sang-sŏp,The Rotary Press,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Yom Sang sop/Yom Sang-sop/Yŏm Sang-sŏp
610,610,Fiction,오상원,Oh Sang-won,A Betrayal,Kim Chong-Un,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Oh Sang won/Oh Sang-won
611,611,Fiction,오상원,Oh Sang-Won,A Betrayal,Kim Chong-Un,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Oh Sang Won/Oh Sang-Won
612,612,Fiction,오상원,O Sang-wŏn,A Moment's Grace (1955),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,O Sang won/O Sang-won/O Sang-wŏn
613,613,Fiction,오상원,O Sangwǒn,A Respite,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,O Sangwon/O Sangwǒn
614,614,Fiction,오상원,O Sang-won,A Respite,Kim Chong-Un,A Respite And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Pace International Research",1983.0,O Sang won/O Sang-won
615,615,Fiction,오상원,Oh Sang-won,Betrayal,Chong Jong-Wha,Journey To Mujin: Anthology Of Korean Short Fictions,The Korean Culture and Arts Foundation,1988.0,Oh Sang won/Oh Sang-won
618,618,Fiction,오영수,Oh Young-Su,A Death At The Mill,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
619,619,Fiction,오영수,O Youngsu,Echoes,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,O Youngsu
620,620,Fiction,오영수,O Young-su,Echoes,W. E. Skillend,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,O Young su/O Young-su
621,621,Fiction,오영수,Oh Young-Su,Migratory Birds,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
622,622,Fiction,오영수,Oh Young-Su,Nami And The Taffyman,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
623,623,Fiction,오영수,O Yong-su,Seaside Village,Dae-Yun Kim,Asian And Pacific Short Stories,C. E. Tuttle Co.,1974.0,O Yong su/O Yong-su
624,624,Fiction,오영수,O Yŏng-su,Seaside Village,Kim Dae-Yun,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,O Yong su/O Yong-su/O Yŏng-su
625,625,Fiction,오영수,Oh Young-Su,Seaside Village,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
626,626,Fiction,오영수,Oh Young-Su,Spring's Awakening,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
627,627,Fiction,오영수,Oh Young-soo,The Echo,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,Oh Young soo/Oh Young-soo
628,628,Fiction,오영수,Oh Young-Su,The Girl From An Island,Marshall R. Pihl,The Good People,Heinemann Asia,1985.0,Oh Young Su/Oh Young-Su
